"National.ID","Currency","Denomination","Closing.date.of.statement","Type.of.statement","Accounting.practice","Number.of.months","Fixed.assets","intangible.fixed.assets","tangible.fixed.assets","other.fixed.assets","Current.assets","stocks","debtors","other.current.assets","cash.and.cash.equivalent","Total.assets","Shareholders.Funds","capital","other.shareholders.funds..incl..reserves.","Non.current.liabilities","long.term.debt","other.non.current.liabilities..incl..provisions.","Current.Liabilities","loans","creditors","other.current.liabilities","Total.shareholders.funds.and.liabilities","Working.capital","Number.of.employees","Operating.revenue","Sales","Costs.of.goods.sold","Gross.profit","Other.operating.expenses","Operating.P.L","Financial.revenue","Financial.expenses","Financial.P.L","P.L.before.taxation","Taxation","P.L.after.taxation","Extraordinary.and.other.revenue","Extraordinary.and.other.expenses","Extraordinary.and.other.P.L","P.L.for.the.period","Export.turnover","Material.costs","Costs.of.employees","Depreciation","Interest.paid","Cash.flow","Added.value","Provisions","Own.Shares","Called.Up.Share.Capital"
"147355255","PLN","3","20221231","0","0","12","1",,,,"1579",,"297","1282",,"1581","200","23","176",,,,,,,,"1581","297",,"9332","9325",,,,"-34",,,,"-34",,"-34",,,,"-34",,"8968","116","2",,"-32","84",,,
"147355255","PLN","3","20211231","0","0","12","4",,,,"1481",,"112","1369",,"1485","234","16","217",,,,,,,,"1485","112",,"6254","6239",,,,"-55",,,,"-55",,"-55",,,,"-55",,"5975","68","3",,"-52","17",,,
"147355255","PLN","3","20201231","0","0","12","7",,,,"260",,"69","191",,"267","-712","16","-728",,,,,,,,"267","69",,"4497","4296",,,,"77",,,,"77",,"77",,,,"77",,"4102","12","5",,"82","94",,,
"360217083","PLN","3","20231231","0","0","12","5363","3479","1507","377","3984","39","747","3198","3198","9346","6933","5","6927","527",,"527","1886",,"58","1828","9346","728","4","4809","4077",,,,"9","90","8","81","90",,"90",,,,"90",,"384","113","1568",,"1658","1771",,,
"360217083","PLN","3","20221231","0","0","12","6837","4475","2265","97","2613","39","818","1755","1755","9450","6843","5","6837","177",,"177","2430",,"192","2239","9450","666","5","4499","3119",,,,"696","1",,"1","698","30","668",,,,"668",,"132","103","1495",,"2163","2296",,,
"360217083","PLN","3","20211231","0","0","12","3745","1420","2227","97","3460",,"2249","1211","1211","7205","6486","5","6481","177",,"177","541",,"454","87","7205","1795","5","6076","4926",,,,"-815",,"20","-20","-835",,"-835",,,,"-835",,"89","168","1499","20","664","852",,,
"360217083","PLN","3","20201231","0","0","12","5244","2072","3074","97","2300",,"1278","1021","1021","7543","5322","5","5316","138",,"138","2084",,"1831","253","7543","-552","2","8016","7040",,,,"-12","1",,"1","-12",,"-12",,,,"-12",,"4","49","1092",,"1080","1130",,,
"360225711","PLN","3","20231231","0","0","12","371","364","4","3","741",,"174","567","553","1112","-1710","138","-1848",,,,"2822","1600","659","563","1112","-484","19","4740","4406",,,,"-1326",,"7","-7","-1333",,"-1333",,,,"-1333",,"50","2341","203","6","-1130","1217",,,
"360225711","PLN","3","20221231","0","0","12","562","548","8","6","818",,"471","347","324","1380","-377","138","-515",,,,"1757","1187","66","503","1380","405","20","4390","3224",,,,"773",,"9","-9","764",,"764",,,,"764",,"43","1751","224","9","987","2747",,,
"360225711","PLN","3","20211231","0","0","12","762","737","25",,"503",,"137","367","361","1266","-1141","138","-1279","16","16",,"2390","968","341","1081","1266","-205","17","2150","1988",,,,"-684",,"13","-13","-698",,"-698",,,,"-698",,"44","1448","283","7","-415","1040",,,
"360225711","PLN","3","20201231","0","0","12","104","82","22",,"1483",,"175","1308","392","1587","-443","138","-581","120","120",,"1910","591","254","1066","1587","-79","18","3850","2268",,,,"1367",,"13","-13","1354",,"1354",,,,"1354",,"44","767","204","13","1557","2337",,,
"360633232","PLN","3","20221231","0","0","12","25783",,"5901","19883","21154","84","314","20757","20491","62747","42966","45060","-2094","2347",,"2347","17434","1393","182","15859","62747","216","3","295","64",,,,"-934","1366","66","1300","366","235","131",,,,"131",,"133","386","221","66","353","1039","2347","15810",
"360633232","PLN","3","20211231","0","0","12","13801",,"4330","9471","32746","143","663","31940","31894","46548","42834","45060","-2225","2237","6","2230","1477","1381","79","17","46548","727","2","10078","898",,,,"5546","127","94","33","5579","856","4723",,,,"4723",,"335","1974","562","94","5285","8208","2230",,
"360633232","PLN","3","20201231","0","0","12","39723",,"29404","10319","2156","163","227","1767","303","41879","38111","45060","-6949","3085","1528","1557","684","30","124","530","41879","266","3","2224","2130",,,,"-1871","52","163","-110","-1982","-271","-1710",,,,"-1710",,"548","601","961","163","-749","-257","1557",,
"360701235","PLN","3","20211231","0","0","12","220",,,,"437",,"68","369",,"657","154","100","54",,,,,,,,"657","68",,"1223","843",,,,"112",,,,"112","17","95",,,,"95",,"55","102","59",,"154","272",,,
"360701235","PLN","3","20201231","0","0","12","482",,,,"383",,"102","281",,"865","59","100","-41",,,,,,,,"865","102",,"1609","463",,,,"333",,,,"333","39","294",,,,"294",,"113","267","105",,"399","705",,,
"361501691","PLN","3","20231231","0","0","12","6230",,,,"380","132","59","189",,"6609","3927","4622","-695",,,,,,,,"6609","191",,"105","53",,,,"-192",,,,"-192","1","-192",,,,"-192",,,"38","11",,"-181","-142",,,
"361501691","PLN","3","20221231","0","0","12","6399",,,,"257","97","64","96",,"6655","4119","4622","-503",,,,,,,,"6655","161",,"164","38",,,,"-204",,,,"-204","10","-214",,,,"-214",,,"30",,,"-214","-174",,,
"361501691","PLN","3","20211231","0","0","12","6466",,,,"251","82","22","147",,"6717","4333","4622","-289",,,,,,,,"6717","105",,"75","36",,,,"-191",,,,"-191",,"-191",,,,"-191",,,"29",,,"-191","-162",,,
"361501691","PLN","3","20201231","0","0","12","6567",,,,"346","66","49","232",,"6913","4524","4622","-98",,,,,,,,"6913","114",,"72","45",,,,"-216",,,,"-216",,"-216",,,,"-216",,,"26",,,"-216","-190",,,
"361503922","PLN","3","20221231","0","0","12","400","13","236","151","3805",,"3414","391","273","4205","-9931","5","-9936","107",,"107","14029","2873","9594","1562","4205","-6180",,"33516","33511",,,,"-1273","10","500","-490","-1763",,"-1763",,,,"-1763",,"10299","12403","170","182","-1593","10992","107",,
"361503922","PLN","3","20211231","0","0","12","570","18","401","151","3166",,"2358","808","612","3736","-8168","5","-8173","107",,"107","11796","2873","6646","2278","3736","-4287","129","34956","33531",,,,"-795",,"330","-330","-1126","187","-1312",,,,"-1312",,"9561","5586","116","113","-1196","4689","107",,
"361503922","PLN","3","20201231","0","0","12","536","23","282","230","3075",,"2396","679","421","3611","-6856","5","-6861",,,,"10466","4249","4980","1237","3611","-2585","151","32444","32416",,,,"-511",,"117","-117","-627","-230","-397",,,,"-397",,"7305","5344","136","110","-261","4963",,,
"222182590","PLN","3","20231231","0","0","12","4465",,"4465",,"843",,"509","334","330","5308","1386","5","1381","3859","298","3561","63",,"34","29","5308","475",,"339","314",,,,"6",,"33","-33","-26",,"-26",,,,"-26",,"37","1","75","33","49","83",,,
"222182590","PLN","3","20221231","0","0","12","4540",,"4540",,"882",,"501","381","377","5423","1412","5","1407","3968","373","3595","43",,"12","31","5423","489",,"433","355",,,,"77","1","35","-35","43","4","38",,,,"38",,"46","5","75","35","113","157",,,
"222182590","PLN","3","20211231","0","0","12","4615",,"4615",,"946",,"495","451","448","5562","1373","5","1368","4101","470","3631","87",,"25","62","5562","470",,"859","855",,,,"332",,"22","-22","309","28","281",,,,"281",,"44","2","81","19","362","411",,,
"222182590","PLN","3","20201231","0","0","12","4918",,"4918",,"770",,"78","692","689","5688","1447","5","1442","4132","469","3662","109",,"12","97","5688","66",,"624","619",,,,"323",,"37","-37","286","26","260",,,,"260",,"31","6","93",,"353","385",,,
"362217064","PLN","3","20231231","0","0","16","21177","925","14552","5700","14275",,"13283","992","130","35452","10699","300","10399","7641","7003","638","17113","3417","812","12884","35452","12471","145","154195","153451",,,,"3195","176","634","-458","2737",,"2737",,,,"2737",,"1293","103725","800","616","3538","107879","118",,
"362217064","PLN","3","20220831","0","0","8","11335","364","2143","8827","20439",,"16520","3919","3307","31804","12882","50","12832","3899","2758","1141","15024","565","1291","13168","31804","15230","138","79488","78832",,,,"3109","54","61","-7","3102","611","2491",,,,"2491",,"575","51741","128","52","2619","55024","33",,"30"
"362217064","PLN","3","20211231","0","0","12","7183","384","1126","5673","17052",,"15039","2013","1435","24265","10391","50","10341","743","212","530","13132","601","1661","10870","24265","13377","70","100972","94632",,,,"9284","88","90","-1","9283","1198","8085",,,,"8085",,"541","61436","117","87","8202","70922","82",,"30"
"362217064","PLN","3","20201231","0","0","12","5250","436","198","4616","11209",,"9701","1509","1287","16490","2306","50","2256","1402","1314","88","12782","1175","1084","10523","16490","8617","20","49927","49628",,,,"1465","121","167","-46","1419","319","1101",,,,"1101",,"403","31032","58","113","1159","32623","88",,"30"
"362418868","PLN","3","20221231","0","0","12","31785","5006","23984","2795","17685","340","10821","6524","5901","49470","15998","200","15798","6261","6261",,"27211","2047","7580","17584","49470","3582","92","30011","23247",,,,"5302","30","651","-622","4680",,"4680",,,,"4680",,"3994","7229","2787","651","7467","15347",,,
"362418868","PLN","3","20211231","0","0","12","23813","2025","20486","1302","14662","357","7345","6961","6027","38475","11318","200","11118","7188","7188",,"19970",,,"19970","38475","7702","83","25547","15318",,,,"2361","2","202","-201","2160",,"2160",,,,"2160",,"496","5514","2608","202","4768","10485",,,
"362418868","PLN","3","20201231","0","0","12","18692","2947","15295","450","12136","803","3657","7676","5738","30828","9158","200","8958","5412","5412",,"16259","100",,"16159","30828","4460","64","23858","19961",,,,"4582","5","802","-797","3784",,"3784",,,,"3784",,"390","4776","4741","802","8526","14104",,,
"363281495","PLN","3","20231231","0","0","12","242",,,,"124",,"86","38",,"366","297",,"297",,,,,,,,"366","86",,"102","100",,,,"-3",,,,"-3",,"-3",,,,"-3",,"2","5",,,"-3","2",,,
"363281495","PLN","3","20221231","0","0","12","232",,,,"117",,"68","50",,"349","300",,"300",,,,,,,,"349","68",,"72","71",,,,"-6",,,,"-6",,"-6",,,,"-6",,,"20",,,"-6","14",,,
"363281495","PLN","3","20211231","0","0","12","42",,,,"307","1","69","237",,"349","306",,"306",,,,,,,,"349","70",,"71","58",,,,"-80",,,,"-80",,"-80",,,,"-80",,,"112",,,"-80","33",,,
"363281495","PLN","3","20201231","0","0","12","182",,,,"487","1","100","387",,"669","386","5","381",,,,,,,,"669","100",,"1129","1116",,,,"394",,,,"394","38","356",,,,"356",,"11","329",,,"356","722",,,
"363576090","PLN","3","20221231","0","0","12","42",,"24","18","382","152","129","101","34","424","-107","6","-113","106","106",,"425","243","84","98","424","197",,"874","874",,,,"43",,"4","-4","39","2","37",,,,"37",,"16","73","10","4","47","127",,,
"363576090","PLN","3","20211231","0","0","12","18",,"16","2","108",,"86","22","16","126","-144","6","-150","52","52",,"218","39","79","100","126","8",,"495","462",,,,"-35",,"2","-2","-37",,"-37",,,,"-37",,"11","69","5","2","-32","39",,,
"363576090","PLN","3","20201231","0","0","12",,,,,"156",,"46","110","110","156","-107","6","-113","52","52",,"212","41","69","102","156","-22","2","476","474",,,,"-87",,"2","-2","-88",,"-88",,,,"-88",,"28","205",,"2","-88","119",,,
"363788188","PLN","3","20231231","0","0","12","1875",,"1615","260","7786","3052","2880","1854",,"9661","2285","5","2280","1910",,"1910","5465",,,"5465","9661","5932","28","41835","41618",,,,"364","70","442","-372","-8","16","-24",,,,"-24",,"796","1807","436",,"412","2235",,,
"363788188","PLN","3","20221231","0","0","12","1803",,"1803",,"7051","4512","2278","261",,"8854","2396","5","2391","3239",,"3239","3219",,,"3219","8854","6790","25","58207","58061",,,,"529","239","372","-132","397","101","296",,,,"296",,"1164","1462","309",,"605","2169",,,
"363788188","PLN","3","20211031","0","0","10","1181",,"1181",,"9961","6022","3152","787",,"11142","2154","2","2152","4469",,"4469","4518",,,"4518","11142","9174",,"45711","45184",,,,"1363","73","211","-138","1225","91","1134",,,,"1134",,"40905","836","121",,"1256","2182",,,
"363788188","PLN","3","20201231","0","0","12","377",,"377",,"9588","4954","4066","568",,"9965","1659","2","1657","5819",,"5819","2487",,,"2487","9965","9020",,"40237","40127",,,,"766","196","170","25","792",,"792",,,,"792",,"35081","771","118",,"910","1681",,,
"363905866","PLN","3","20221231","0","0","12","36",,"36",,"3493","163","2767","563","14","3530","527","15","512","625","404","221","2378","147","1316","914","3530","1613","5","1624","1620",,,,"364",,"6","-6","358","13","345",,,,"345",,"590","120","10",,"355","488",,,
"363905866","PLN","3","20211231","0","0","12","46",,"46",,"2508","163","2119","226","26","2554","182","15","167","733","404","329","1640","169","392","1079","2554","1890","6","722","569",,,,"-322",,"4","-4","-326",,"-326",,,,"-326",,"549","175","2",,"-324","-150",,,
"363905866","PLN","3","20201231","0","0","12",,,,,"2566","326","2196","45","10","2566","508","15","493","840","404","436","1219","226","433","560","2566","2089","12","2198","2197",,,,"538","3","47","-44","493",,"493",,,,"493",,"867","203",,,"493","696",,,
"364108439","PLN","3","20231231","0","0","12","2",,,"2","46",,"11","35","35","48","34","10","24",,,,"15",,"1","14","48","10",,"96","96",,,,"8",,,,"8","1","7",,,,"7",,,"82",,,"7","89",,,
"364108439","PLN","3","20221231","0","0","12","2",,,"2","39",,"11","28","28","41","27","10","17",,,,"14",,"1","13","41","10",,"93","93",,,,"5",,,,"5","1","4",,,,"4",,,"82",,,"4","86",,,
"364108439","PLN","3","20211231","0","0","12","2",,,"2","28",,"10","18","18","30","23","10","13",,,,"7",,"1","6","30","9",,"84","84",,,,"5",,,,"5",,"5",,,,"5",,,"73",,,"5","78",,,
"364108439","PLN","3","20201231","0","0","12","2",,,"2","28",,"10","19","19","30","18","10","8",,,,"12",,"1","12","30","9",,"84","84",,,,"5","6",,"6","11","1","9",,,,"9",,,"73",,,"9","84",,,
"364394155","PLN","3","20221231","0","0","12","28",,"28",,"2337","774","1446","117","29","2365","403","100","303","391","391",,"1571","461","873","237","2365","1346",,"4720","4719",,,,"324","3","79","-76","248","29","219",,,,"219",,"941","225","4","63","223","540",,,
"364394155","PLN","3","20211231","0","0","12","32",,,,"589","97","326","166",,"621","184","100","84",,,,,,,,"621","423",,"2098","2077",,,,"18",,,,"18","3","15",,,,"15",,"157","162","13",,"29","193",,,
"364394155","PLN","3","20201231","0","0","12","40",,,,"534","296","45","193",,"574","169","100","69",,,,,,,,"574","341",,"997","942",,,,"76",,,,"76","15","60",,,,"60",,"41","50","13",,"73","139",,,
"364737359","PLN","3","20201231","0","0","12","2",,,,,,,,,"2","-3",,"-3",,,,,,,,"2",,,"6",,,,,"-1",,,,"-1",,"-1",,,,"-1",,,,,,"-1","-1",,,
"365224372","PLN","3","20221231","0","0","12",,,,,"738","24","119","596","596","738","544","250","294",,,,"194","60","78","56","738","64","2","861","681",,,,"176",,,,"176","2","173",,,,"173",,"287","105",,,"173","281",,,
"365224372","PLN","3","20211231","0","0","12",,,,,"626","24","113","488","488","626","370","250","120",,,,"255","180","13","62","626","124","4","712","607",,,,"76",,"7","-7","69",,"69",,,,"69",,"276","159",,"1","69","229",,,
"365224372","PLN","3","20201231","0","0","12",,,,,"456","24","73","359","359","456","301","250","51",,,,"155","114","18","22","456","79","3","678","625",,,,"22",,"8","-8","14","1","13",,,,"13",,"386","84",,"1","13","99",,,
"365481229","PLN","3","20231231","0","0","12","6417","5045","420","952","39154",,"32565","6589","3948","45570","9315","4005","5310","724",,"724","35532",,"11351","24181","45570","21214","141","395797","394870","-361147","756944","754433","789083","1070","-142","1212","790295","-846","791141",,,,"2593",,,,,"-142","2593","1605","658",,
"365481229","PLN","3","20221231","0","0","12","5915","4283","610","1022","34613",,"31697","2916","934","40528","8122","4005","4117","708",,"708","31698","5061","9208","17429","40528","22489","116","321394","320527","295009","26385","23585","2800","900","320","580","3380","696","2684",,,,"2684",,,,,"320","2684","3700","583",,
"365481229","PLN","3","20211231","0","0","12","5564","3687","629","1249","20505",,"14207","6298","4207","26068","7937","4005","3932","595",,"595","17536","173","4125","13238","26068","10082","67","121340","114603","104902","16438","13097","3341","176","21","155","3496","-354","3850",,,,"3849",,,,,"21","3849","3516","406",,
"365481229","PLN","3","20201231","0","0","12","6355","3226","833","2295","12348",,"7323","5025","4307","18703","5488","4005","1483","3176","2479","697","10039","1021","3193","5825","18703","4130","77","83766","83386","75880","7886","12564","-4678","39","156","-117","-4795","-843","-3952",,,,"-3951",,,,,"156","-3951","-4638","374",,
"364718037","PLN","3","20221231","0","0","12","9845",,,"9845","2975",,"483","2493","52","12821","12711","5","12706","110","110",,,,,,"12821","483",,,,,,,,,,,,,,,,,,,,,,,,,,,
"364718037","PLN","3","20211231","0","0","12","9845",,,"9845","2975",,"483","2493","52","12821","12711","5","12706","110","110",,,,,,"12821","483",,,,,,,,,,,,,,,,,,,,,,,,,,,
"364718037","PLN","3","20201231","0","0","12","10325",,,"10325","2496",,"40","2457","25","12822","12711","5","12706","110","110",,"1",,"1",,"12822","39",,"1",,,,,"-7",,"5","-5","-12",,"-12",,,,"-12",,,,,"5","-12","-7",,,
"366135080","PLN","3","20221231","0","0","12","414570","254","324314","90002","211562","50998","90899","69665","899","626133","410419","1950","408468","4592",,"4592","211122","113894","88106","9121","626133","53791","1050","1283686","1282605","1172379","111308","58609","52698","3852","6767","-2916","49783","4922","44861",,,,"44861",,,,,"6688","44861","56471","4141",,
"366135080","PLN","3","20211231","0","0","12","424337","394","330348","93596","129083","44203","78286","6594","1138","553421","365558","1950","363607","5909",,"5909","181954","94506","78021","9427","553421","44468","1030","1067886","1064010","974329","93556","53987","39569","1656","4121","-2464","37105","16356","20749",,,,"20749",,,,,"1991","20749","39095","5764",,
"366135080","PLN","3","20201231","0","0","12","400234","563","322997","76675","251933","36256","59408","156270","1232","652168","344809","1950","342859","5927",,"5927","301431","4495","65047","231889","652168","30616","938","1071905","1070134","980598","91308","48465","42842","4818","4079","740","43582","6125","37457",,,,"37457",,,,,"3596","37457","47178","5860",,
"366661962","PLN","3","20231231","0","0","12","1",,,"1","696","134","240","322","294","697","170","5","165",,,,"527",,"120","407","697","254","2","1849","1842",,,,"42","12","10","1","43","8","36",,,,"36",,"1125","231",,,"36","275",,,
"366661962","PLN","3","20221231","0","0","12","1",,,"1","592",,"127","465","268","593","214","5","209",,,,"379",,"59","320","593","68","1","2720","2720",,,,"219","41","46","-5","214","20","194",,,,"194",,"2089","89","12",,"206","315",,,
"366661962","PLN","3","20211231","0","0","12","1",,,"1","19",,"13","6","6","20","20","5","15",,,,,,,,"20","13",,,,,,,,"1",,"1","1",,"1",,,,"1",,,,,,"1","1",,,
"366661962","PLN","3","20201231","0","0","12","1",,,"1","19",,"13","6","6","20","20","5","15",,,,,,,,"20","13",,,,,,,,"1",,"1","1",,"1",,,,"1",,,,,,"1","1",,,
"366712323","PLN","3","20221231","0","0","12","12891",,"12154","737","8702","276","5522","2903","1829","21593","7725","1670","6055","5033","2981","2052","8835","1413","4322","3100","21593","1477","64","41624","40410",,,,"1249","44","422","-378","871","241","631",,,,"631",,"16948","4434","2675","409","3306","8390","10",,
"366712323","PLN","3","20211231","0","0","12","15883",,"14846","1037","6525","364","4520","1641","624","22408","7139","1670","5469","7413","3717","3695","7856","931","3980","2946","22408","904","79","37030","36621",,,,"737","25","416","-391","346","89","257",,,,"257",,"7515","2803","2231","274","2488","5653","10",,
"366712323","PLN","3","20201231","0","0","12","17101",,"16664","437","6476","261","4077","2138","1557","23577","6886","1670","5216","9075","4303","4772","7617","1170","3304","3143","23577","1034","86","36569","36224",,,,"2405","3","389","-386","2019","409","1610",,,,"1610",,"4966","3000","2271","262","3882","7552","10",,
"367033104","PLN","3","20201231","0","0","12","1988",,"1988",,"4618",,"3600","1018","1004","6606","5535","50","5485",,,,"1072",,"863","209","6606","2737","3","10717","9878",,,,"750","6","2","3","753","142","611",,,,"611",,"1761","115","44",,"655","911",,,
"367959534","PLN","3","20231231","0","0","12",,,,,"2145",,"2083","62","62","2145","991","50","941",,,,"1154",,"63","1091","2145","2020","25","11807","11807",,,,"-45",,"2","-2","-47",,"-47",,,,"-47",,"78","9823",,"2","-47","9778",,,
"367959534","PLN","3","20221231","0","0","12",,,,,"1911",,"1896","15","15","1911","1039","50","989",,,,"872",,"61","811","1911","1835","10","16463","16463",,,,"-445",,"1","-1","-446",,"-446",,,,"-446",,"174","13600",,"1","-446","13155",,,
"367959534","PLN","3","20211231","0","0","12",,,,,"2767",,"2310","457","457","2767","1484","50","1434",,,,"1282",,"56","1226","2767","2253","9","16093","14909",,,,"1528",,"8","-8","1520",,"1520",,,,"1520",,"24","11735",,"8","1520","13263",,,
"367959534","PLN","3","20201231","0","0","12",,,,,"896",,"521","375",,"896","-35","50","-85",,,,,,,,"896","522","9","4782","4782",,,,"7",,,,"7",,"7",,,,"7",,"44","4374",,,"7","4382",,,
"368033566","PLN","3","20221231","0","0","12","1020",,,,"870","804","3","63",,"1889","21","7","14",,,,,,,,"1889","807","1","466","465",,,,"-320",,,,"-320",,"-320",,,,"-320",,"88","224","121",,"-200","24",,,
"368033566","PLN","3","20211231","0","0","12","680",,,,"883","779","37","67",,"1564","340","6","334",,,,,,,,"1564","817","1","294","293",,,,"-349",,,,"-349",,"-349",,,,"-349",,"61","112","45",,"-303","-191",,,
"368033566","PLN","3","20201231","0","0","12","55",,,,"1843","672","40","1131",,"1898","689","6","683",,,,,,,,"1898","712",,"336","336",,,,"-99",,,,"-99",,"-99",,,,"-99",,"56","67","19",,"-80","-12",,,
"368227164","PLN","3","20231231","0","0","12","886",,,"886","7252","1864","2431","2957","2870","8138","3565","1000","2565",,,,"4572","599","3229","744","8138","1066","27","18887","18747","13788","5099","4518","581","2","118","-116","465",,"465",,,,"465",,,,,"118","465","583",,,
"368227164","PLN","3","20221231","0","0","12","10",,,"10","9378","1736","7055","586","520","9388","3100","1000","2100",,,,"6288","2083","2319","1886","9388","6472","18","24627","24626","20920","3707","3548","159","2","135","-132","26",,"26",,,,"26",,,,,"118","26","144",,,
"368227164","PLN","3","20211231","0","0","12","1",,,,"44",,"4","41",,"45","38","5","33",,,,,,,,"45","4",,"37","12",,,,"23",,,,"23",,"23",,,,"23",,,,,,"23","23",,,
"368227164","PLN","3","20201231","0","0","12","1",,,,"14",,"2","12",,"15","15","5","10",,,,,,,,"15","2",,"17","12",,,,"9",,,,"9",,"9",,,,"9",,,,,,"9","9",,,
"368972063","PLN","3","20231231","0","0","12","350","317","33",,"3710","2061","1165","483","435","4060","1310","10","1300",,,,"2750","912","1658","180","4060","1568",,"13690","13550",,,,"158","1","106","-105","52","40","13",,,,"13",,"8669","93","83","95","96","324",,,
"368972063","PLN","3","20221231","0","0","12","58","28","30",,"3490","2985","402","104",,"3548","1297","10","1287",,,,"2251","255","1902","94","3548","1485",,"7455","7436",,,,"154",,"40","-40","114","18","96",,,,"96",,"5784","62","50","39","145","265",,,
"368972063","PLN","3","20211231","0","0","12","68","56","12",,"2057","851","1146","60","39","2125","1201","10","1191",,,,"924","250","656","18","2125","1341",,"6906","6899",,,,"247","68","81","-12","234","25","209",,,,"209",,"5786","70","46","17","255","367",,,
"368972063","PLN","3","20201231","0","0","12","15",,"15",,"1504","262","1234","8",,"1519","992","10","982","58","58",,"469","89","377","3","1519","1119",,"3498","3494",,,,"476","102","98","3","479","44","435",,,,"435",,"2764",,"3","14","438","496",,,
"369113020","PLN","3","20211231","0","0","12","140",,"140",,"61",,"2","59","52","202","187","205","-18",,,,"14",,"10","4","202","-8","16","197","189",,,,"-91","5",,"5","-86",,"-86",,,,"-86",,"25","18","43",,"-42","-24",,,
"369113020","PLN","3","20201231","0","0","12","187",,"187",,"115",,"26","89","81","302","273","205","68",,,,"29",,"29",,"302","-3","1","346","341",,,,"45",,,,"44","6","39",,,,"39",,"32","11","40",,"79","95",,,
"369216688","PLN","3","20221231","0","0","12","5",,,"5","7",,,"7",,"12","11","10","1",,,,"1",,,"1","12",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"369216688","PLN","3","20211231","0","0","12",,,,,"6",,,"6",,"6","-3","10","-13","8",,"8","1",,,"1","6",,,,,,,,,,,,,,,,,,,,,,,,,,"8",,
"369216688","PLN","3","20201231","0","0","12",,,,,"6",,,"6",,"6","-3","10","-13","8",,"8","1",,,"1","6",,,,,,,,"-13",,,,"-12",,"-12",,,,"-12",,,,,,"-12","-12","8",,
"369822644","PLN","3","20231231","0","0","12",,,,,"142",,"110","32",,"142","136","5","131",,,,,,,,"142","110",,"34","34",,,,"-3",,,,"-3",,"-3",,,,"-3",,,"18",,,"-3","16",,,
"369822644","PLN","3","20221231","0","0","12",,,,,"144",,"111","34",,"144","139","5","134",,,,,,,,"144","111",,"33","23",,,,"3",,,,"3",,"3",,,,"3",,"1","10",,,"3","12",,,
"369822644","PLN","3","20211231","0","0","12","138",,,,,,"128","-128",,"138","136","5","131",,,,,,,,"138","128",,"27","27",,,,"-4",,,,"-4","1","-4",,,,"-4",,"1","8",,,"-4","5",,,
"369822644","PLN","3","20201231","0","0","12",,,,,"140",,"139","1",,"140","133","5","128",,,,,,,,"140","139",,"422","418",,,,"22",,,,"22","10","12",,,,"12",,"1","337",,,"12","359",,,
"380934060","PLN","3","20231231","0","0","12","548",,"548",,"544",,"400","144","143","1092","-109","5","-114",,,,"1200",,"120","1081","1092","281",,"2682","2100",,,,"104",,"71","-71","33","9","24",,,,"24",,,,"34","71","58","138",,,
"380934060","PLN","3","20221231","0","0","12","582",,"582",,"299",,"276","23","22","881","-133","5","-138",,,,"1013",,"7","1006","881","268",,"2014","2014",,,,"86",,"159","-159","-73","7","-80",,,,"-80",,,,"34","159","-46","120",,,
"380934060","PLN","3","20211231","0","0","12","616",,"616",,"406",,"253","153","153","1023","-53","5","-58",,,,"1075",,"121","955","1023","132",,"1485","1485",,,,"107","3","21","-18","88","3","86",,,,"86",,"224",,"34","21","120","144",,,
"380934060","PLN","3","20201231","0","0","12","650",,"650",,"673",,"625","48","48","1323","-138","5","-143",,,,"1462","107","284","1070","1323","341",,"1106","1106",,,,"109","35","17","18","127","13","114",,,,"114",,"152",,"34","17","148","178",,,
"381802336","PLN","3","20221231","0","0","12","6174","3","1562","4610","8724","4477","2527","1721","1418","14899","10092","5","10087","994",,"994","3812",,"2428","1384","14899","4575","156","62729","60949",,,,"-801","1161","95","1066","265","56","209",,,,"209",,"46026","8824","378","95","588","9562","478",,
"381802336","PLN","3","20211231","0","0","12","5596","6","1971","3619","11162","4096","3185","3880","2358","16758","9883","5","9878","412",,"412","6463",,"5170","1294","16758","2112","132","47130","44354",,,,"-297","1","1061","-1060","-1356","-29","-1327",,,,"-1327",,"32979","6474","95","30","-1232","5243","203",,
"381802336","PLN","3","20201231","0","0","12","3815","10","267","3537","11685","2481","1958","7246","6005","15500","11181","5","11176","1104","958","146","3214",,"2328","886","15500","2111","109","57214","32769",,,,"20709","515","7503","-6988","13720","2599","11121",,,,"11121",,"25008","4648","29","79","11150","18477","146",,
"382576965","PLN","3","20231231","0","0","12","4546","961","727","2858","7748",,"780","6968","6948","12294","4119","82","4037","1623","1400","223","6552",,"24","6528","12294","757","25","9217","3219",,,,"-516","113","93","20","-496",,"-496",,,,"-496",,"604","2192","338","92","-158","2127","223",,
"382576965","PLN","3","20221231","0","0","12","1325","342","983",,"5748",,"435","5313","5274","7073","-847","36","-883","1650","1600","50","6270","17","403","5850","7073","32","22","8916","1828",,,,"-625","182","86","97","-529",,"-529",,,,"-529",,"903","2271","351","86","-178","2178",,,
"382576965","PLN","3","20211231","0","0","12","1064",,,,"1416",,"168","1248",,"2480","-313","36","-349",,,,,,,,"2480","168","18","2047","892",,,,"-913",,,,"-913",,"-913",,,,"-913",,"570","1412","269",,"-644","768",,,
